game_index,home_team,away_team,score_diff
859,Coastal Car,UNC Wilmington,-2
860,California,USC,-15
861,VCU,Vanderbilt,5
862,W Illinois,Southern Indiana,8
863,Austin Peay,WKU,-1
864,Xavier,SE Louisiana,32
865,Yale,Howard,46
866,Cal Baptist,UC Riverside,5
867,Hawaii,TX A&M Commerce,-2
868,Colorado,Arizona St,-1
869,Arkansas St,MS Valley St,20
870,Belmont,Valparaiso,12
871,Bethune-Cookman,Chicago St,13
872,Cleveland St,Oakland,16
873,Connecticut,Oklahoma St,10
874,Delaware,Cornell,-7
875,Houston Chr,Denver,-10
876,PFW,Detroit,-9
877,Kansas,Seton Hall,26
878,Manhattan,Fairfield,3
879,St Peter's,Mt St Mary's,-15
880,Murray St,Illinois St,3
881,N Kentucky,Youngstown St,4
882,SF Austin,Northwestern LA,-6
883,Oregon,Washington St,14
884,Oregon St,Washington,1
885,UC Davis,Pacific,-2
886,Radford,NC Central,2
887,Wright St,Robert Morris,-21
888,Texas,Creighton,5
889,Lamar,Texas St,-10
890,Stanford,UCLA,-14
891,Utah,Arizona,15
892,Utah St,Utah Tech,5
893,WI Green Bay,WI Milwaukee,-14
894,Wofford,Presbyterian,13
895,Auburn,Colgate,27
896,Merrimack,Boston Univ,-14
897,Bryant,Brown,-12
898,Charlotte,Appalachian St,9
899,Clemson,Wake Forest,20
900,East Carolina,Campbell,10
901,Georgia,Florida A&M,22
902,Georgia Tech,Northeastern,18
903,Idaho,N Illinois,37
904,Iona,Niagara,22
905,James Madison,E Kentucky,17
906,Mercer,Kennesaw,-3
907,Kent,S Dakota St,15
908,Liberty,MD E Shore,20
909,Louisiana Tech,Southern Univ,15
910,LSU,UT Arlington,4
911,Maryland,Illinois,5
912,Harvard,Massachusetts,-3
913,NC State,Pittsburgh,-8
914,Siena,Canisius,4
915,South Florida,Charleston So,20
916,LIU Brooklyn,Towson,-10
917,Alabama,S Dakota St,13
918,Arkansas,San Jose St,41
919,Army,Wagner,11
920,Austin Peay,Tennessee St,16
921,Bowling Green,Morgan St,10
922,Missouri St,Bradley,-18
923,NJIT,Bucknell,-16
924,Buffalo,St Bonaventure,17
925,Butler,Tennessee Tech,14
926,Cal Poly,Cal Baptist,11
927,Gardner Webb,Chattanooga,-11
928,Cleveland St,Detroit,15
929,Winthrop,Coastal Car,-5
930,Citadel,Col Charleston,-22
931,Columbia,New Hampshire,4
932,Loyola MD,Coppin St,-3
933,Dartmouth,CS Bakersfield,25
934,Dayton,SE Louisiana,6
935,Delaware,Davidson,2
936,Loyola-Chicago,DePaul,-6
937,Drake,IL Chicago,13
938,Duke,Boston College,16
939,Duquesne,Ball St,1
940,E Washington,N Dakota St,8
941,SIUE,Troy,6
942,St Joseph's PA,F Dickinson,-17
943,Fairfield,St Peter's,12
944,Tulane,Fordham,-5
945,UC Irvine,Fresno St,-14
946,Furman,S Carolina St,12
947,George Mason,Toledo,7
948,Grambling,Incarnate Word,33
949,Wyoming,Grand Canyon,-8
950,Hampton,Howard,9
951,High Point,North Florida,5
952,Holy Cross,Central Conn,6
953,Miami OH,Indiana St,-27
954,PFW,Oakland,6
955,SMU,Jackson St,-1
956,ETSU,Jacksonville St,-2
957,Kansas St,Wichita St,5
958,Penn,La Salle,-3
959,Delaware St,Longwood,-26
960,Loy Marymount,Nevada,12
961,Sacred Heart,MA Lowell,-11
962,Marshall,Ohio,14
963,Memphis,Mississippi,11
964,Mississippi St,MS Valley St,30
965,Missouri KC,Lindenwood,14
966,Colorado St,N Colorado,-5
967,N Kentucky,Robert Morris,4
968,North Texas,NE Omaha,30
969,Northern Iowa,Evansville,17
970,Ohio St,St Francis PA,37
971,Old Dominion,Norfolk St,6
972,Tulsa,Oral Roberts,-11
973,Pepperdine,Northern Arizona,19
974,Portland,North Dakota,21
975,Portland St,Air Force,4
976,Drexel,Princeton,-20
977,Rhode Island,Providence,-14
978,Mt St Mary's,Rider,-3
979,Rutgers,Indiana,15
980,UC Santa Barbara,Pacific,11
981,Santa Clara,CS Sacramento,7
982,W Carolina,SC Upstate,-15
983,Georgetown,South Carolina,-3
984,Idaho St,Southern Utah,-10
985,St Louis,S Illinois,13
986,Notre Dame,Syracuse,-1
987,Temple,VCU,10
988,New Orleans,Louisiana,-1
989,Lehigh,UMBC,-26
990,UNC Asheville,TN Martin,7
991,Elon,UNC Greensboro,-4
992,San Diego,UNLV,-17
993,Utah Valley,Long Beach St,10
994,Vanderbilt,Wofford,3
995,Villanova,Oklahoma,4
996,Virginia,Florida St,5
997,VMI,Navy,8
998,W Illinois,UTRGV,18
999,WI Milwaukee,IUPUI,13
1000,William & Mary,Richmond,1
1001,Marquette,Wisconsin,-3
1002,Xavier,West Virginia,10
1003,Stony Brook,Yale,-5
1004,Morehead St,North Alabama,-6
1005,Weber St,Utah Tech,-12
1006,Binghamton,Stonehill,-3
1007,Arizona,California,13
1008,Arizona St,Stanford,4
1009,Hartford,Brown,-14
1010,Chicago St,Southern Indiana,17
1011,Cincinnati,Bryant,26
1012,Cornell,Lafayette,5
1013,Denver,TX A&M Commerce,9
1014,E Michigan,FL Atlantic,-28
1015,FL Gulf Coast,Florida Intl,9
1016,Florida,Stetson,38
1017,Illinois St,Belmont,10
1018,Iona,Canisius,30
1019,Iowa St,St John's,11
1020,Louisville,Miami FL,-27
1021,Missouri,SE Missouri St,7
1022,Manhattan,Monmouth NJ,-7
1023,Valparaiso,Murray St,-7
1024,Creighton,Nebraska,-10
1025,Quinnipiac,Niagara,-4
1026,Northeastern,Georgia St,20
1027,Michigan St,Northwestern,-7
1028,Northwestern LA,Southern Miss,2
1029,Purdue,Minnesota,19
1030,Radford,G Washington,10
1031,Texas St,Rice,-12
1032,Tennessee,Alcorn St,54
1033,UAB,South Alabama,8
1034,UCF,Samford,3
1035,UCLA,Oregon,9
1036,USC,Oregon St,1
1037,Washington St,Utah,-2
1038,Merrimack,Vermont,-23
1039,Virginia Tech,North Carolina,8
1040,Washington,Colorado,10
1041,Wright St,Youngstown St,-11
1042,Gonzaga,Kent,7
1043,Charleston So,Kennesaw,-11
1044,LIU Brooklyn,MA Lowell,-20
1045,Massachusetts,SUNY Albany,14
1046,Portland,N Dakota St,-5
1047,San Diego St,Troy,5
1048,WI Green Bay,IUPUI,7
1049,Air Force,South Dakota,21
1050,Mt St Mary's,American Univ,-8
1051,Arkansas,UNC Greensboro,7
1052,Baylor,Tarleton St,23
1053,SIUE,Bradley,-2
1054,Butler,Yale,10
1055,Cent Arkansas,Arkansas St,5
1056,Chattanooga,WI Milwaukee,12
1057,Presbyterian,Col Charleston,-5
1058,Fordham,Wagner,13
1059,George Mason,MD E Shore,13
1060,Georgia Tech,Georgia,2
1061,Furman,High Point,-3
1062,Houston,North Florida,34
1063,Idaho,North Dakota,10
1064,Iona,St Louis,22
1065,Kansas St,Abilene Chr,17
1066,La Salle,Bucknell,10
1067,Loyola-Chicago,WI Green Bay,24
1068,Marquette,NC Central,12
1069,Memphis,Ark Little Rock,16
1070,Montana,S Dakota St,25
1071,NC State,Coppin St,22
1072,Pepperdine,Nevada,-8
1073,Boston College,New Hampshire,-3
1074,UT Arlington,North Texas,-3
1075,Pacific,Northern Arizona,-4
1076,Oklahoma,Missouri KC,22
1077,Oklahoma St,Sam Houston St,14
1078,Princeton,Lafayette,11
1079,San Jose St,CS Bakersfield,10
1080,St Francis NY,Hartford,18
1081,Syracuse,Oakland,29
1082,TCU,Jackson St,27
1083,Temple,St Joseph's PA,10
1084,Northern Iowa,Toledo,-8
1085,Columbia,UMBC,-7
1086,UNC Wilmington,East Carolina,13
1087,Dartmouth,Vermont,-16
1088,Virginia,James Madison,5
1089,Winthrop,S Carolina St,14
1090,Wisconsin,Maryland,5
1091,Wofford,Coastal Car,10
1092,Wyoming,TX A&M Commerce,15
1093,SMU,Arizona St,-18
1094,Army,NJIT,1
1095,E Illinois,Ball St,-17
1096,Rhode Island,Brown,-1
1097,Clemson,Towson,5
1098,Binghamton,Colgate,-19
1099,Florida,Connecticut,-21
1100,CS Sacramento,Denver,2
1101,Davidson,W Carolina,8
1102,Delaware,Delaware St,8
1103,Tulsa,Detroit,-4
1104,Drake,NE Omaha,13
1105,California,E Washington,-2
1106,Evansville,Campbell,6
1107,Fairfield,Sacred Heart,2
1108,FL Atlantic,FL Gulf Coast,32
1109,Fresno St,CS Northridge,9
1110,Georgetown,Siena,7
1111,Hampton,Loyola MD,5
1112,Illinois St,E Michigan,6
1113,Indiana,Nebraska,16
1114,S Illinois,Indiana St,-3
1115,SE Missouri St,PFW,-21
1116,VCU,Jacksonville,-11
1117,Grand Canyon,Loy Marymount,-4
1118,Miami FL,Cornell,2
1119,Penn St,Michigan St,-9
1120,Notre Dame,Boston Univ,6
1121,Old Dominion,William & Mary,10
1122,Providence,Manhattan,40
1123,Purdue,Hofstra,19
1124,Holy Cross,Quinnipiac,-4
1125,Stonehill,Rider,-11
1126,C Michigan,Robert Morris,-5
1127,San Francisco,Merrimack,18
1128,Santa Clara,New Mexico St,1
1129,St Bonaventure,Cleveland St,19
1130,St John's,DePaul,19
1131,St Mary's CA,Missouri St,20
1132,Tennessee,E Kentucky,35
1133,Texas Tech,Nicholls St,7
1134,USC,CS Fullerton,14
1135,BYU,Utah Valley,-15
1136,Vanderbilt,Pittsburgh,1
1137,Villanova,Penn,11
1138,Virginia Tech,Dayton,28
1139,Washington St,N Kentucky,21
1140,West Virginia,Navy,21
1141,Cal Baptist,Weber St,12
1142,North Alabama,Alabama St,8
1143,Colorado,Colorado St,28
1144,Iowa,Iowa St,19
1145,Massachusetts,MA Lowell,-5
1146,Duquesne,Marshall,-11
1147,Minnesota,Michigan,-15
1148,Montana St,St Thomas MN,17
1149,Ohio St,Rutgers,1
1150,Utah,Jacksonville St,41
1151,Air Force,Arkansas St,25
1152,Alabama A&M,Lipscomb,4
1153,Bryant,Stony Brook,19
1154,Central Conn,Dartmouth,9
1155,Columbia,F Dickinson,-3
1156,Fordham,Binghamton,15
1157,Gonzaga,Washington,17
1158,Vanderbilt,Grambling,-2
1159,Northern Iowa,McNeese St,-3
1160,High Point,Queens NC,-8
1161,Abilene Chr,TX A&M Commerce,19
1162,Houston,Alabama,-6
1163,G Washington,American Univ,-5
1164,Ball St,Evansville,19
1165,St Louis,Boise St,-5
1166,Marist,Boston Univ,-2
1167,California,Butler,-24
1168,Cal Poly,Portland St,23
1169,Charlotte,Detroit,2
1170,Connecticut,LIU Brooklyn,53
1171,CS Sacramento,Long Beach St,2
1172,Dayton,UNC Asheville,23
1173,DePaul,UTEP,21
1174,La Salle,Drexel,-7
1175,Duke,MD E Shore,27
1176,FL Gulf Coast,Mercer,5
1177,Florida St,Louisville,22
1178,Furman,Winthrop,15
1179,Ga Southern,Wofford,22
1180,W Michigan,IL Chicago,-6
1181,Illinois St,SIUE,6
1182,Missouri St,PFW,-4
1183,Missouri,Kansas,-28
1184,Cleveland St,Kent,-9
1185,Kentucky,Yale,10
1186,MA Lowell,St Francis NY,9
1187,Robert Morris,Marshall,-9
1188,Miami FL,NC State,7
1189,Michigan St,Brown,18
1190,Mississippi,Valparaiso,37
1191,N Dakota St,Montana,-7
1192,Montana St,NE Omaha,28
1193,Mt St Mary's,Loyola MD,17
1194,Belmont,MTSU,-10
1195,CS Northridge,N Colorado,-7
1196,New Mexico,UT San Antonio,18
1197,William & Mary,Norfolk St,-14
1198,North Carolina,Georgia Tech,16
1199,North Florida,Bethune-Cookman,40
1200,Northeastern,Holy Cross,1
1201,Northwestern LA,ULM,18
1202,Old Dominion,Gardner Webb,1
1203,Oral Roberts,Cent Arkansas,33
1204,Oregon,Nevada,13
1205,Pacific,Fresno St,4
1206,Penn,Temple,20
1207,Illinois,Penn St,-15
1208,Pittsburgh,Sacred Heart,25
1209,Portland,New Orleans,39
1210,Princeton,Monmouth NJ,37
1211,Providence,SUNY Albany,38
1212,Nebraska,Purdue,-3
1213,Quinnipiac,Lafayette,13
1214,Rhode Island,Army,10
1215,Richmond,Drake,30
1216,S Dakota St,E Washington,1
1217,S Illinois,Alcorn St,6
1218,Santa Clara,San Jose St,-11
1219,Pepperdine,UC Santa Barbara,-3
1220,SC Upstate,S Carolina St,5
1221,North Dakota,Seattle,-2
1222,Southern Miss,Lamar,36
1223,St John's,New Hampshire,13
1224,St Joseph's PA,St Peter's,16
1225,Syracuse,Georgetown,19
1226,Texas,Ark Pine Bluff,45
1227,Toledo,Canisius,1
1228,Troy,Tennessee Tech,23
1229,Tulsa,C Michigan,7
1230,Houston Chr,UTRGV,-13
1231,South Dakota,UC Irvine,-12
1232,UCLA,Denver,23
1233,Louisiana,Samford,17
1234,UMBC,Morgan St,12
1235,UNC Wilmington,Jacksonville,28
1236,Northern Arizona,Utah Valley,-5
1237,Colgate,Vermont,-1
1238,VMI,Radford,3
1239,E Illinois,W Illinois,-4
1240,WKU,Wright St,4
1241,West Virginia,UAB,11
1242,WI Green Bay,Missouri KC,6
1243,Wichita St,Longwood,18
1244,Wyoming,Louisiana Tech,27
1245,Cincinnati,Xavier,-3
1246,San Diego,Cal Baptist,-3
1247,Bellarmine,Murray St,11
1248,Idaho St,St Thomas MN,-6
1249,Akron,Jackson St,13
1250,Hampton,Bowling Green,-14
1251,Manhattan,Bryant,-7
1252,Delaware,Siena,11
1253,East Carolina,Coppin St,9
1254,F Dickinson,NJIT,2
1255,Fordham,Central Conn,13
1256,Hawaii,St Francis PA,24
1257,Iowa St,McNeese St,37
1258,Kansas St,Incarnate Word,48
1259,Merrimack,Maine,-3
1260,Notre Dame,Marquette,-15
1261,Minnesota,Mississippi St,-18
1262,Morehead St,ETSU,4
1263,Towson,Navy,-2
1264,Duquesne,New Mexico St,-13
1265,Niagara,E Michigan,7
1266,Northwestern,Prairie View,10
1267,Youngstown St,Ohio,-2
1268,Rutgers,Seton Hall,-2
1269,South Carolina,Presbyterian,11
1270,Tennessee St,Lipscomb,5
1271,Texas A&M,Oregon St,18
1272,TN Martin,Chicago St,1
1273,Idaho,UC Riverside,-2
1274,UCF,Tarleton St,26
1275,VCU,Howard,10
1276,Iowa,Wisconsin,-3
1277,Southern Indiana,Indiana St,3
1278,Lafayette,Columbia,-12
1279,Gonzaga,N Illinois,21
1280,Oral Roberts,Liberty,14
1281,San Diego,UC San Diego,26
1282,San Diego St,Kennesaw,34
1283,Alabama A&M,South Alabama,-7
1284,Northern Iowa,South Florida,-3
1285,Stony Brook,Sacred Heart,7
1286,Syracuse,Monmouth NJ,15
1287,Texas,Rice,6
1288,Fairfield,Yale,-13
1289,Alabama,Memphis,3
1290,American Univ,VMI,8
1291,Arizona,TAM C. Christi,38
1292,Boise St,New Orleans,41
1293,Boston College,Stonehill,7
1294,Boston Univ,Dartmouth,8
1295,Florida St,SC Upstate,17
1296,G Washington,Coppin St,12
1297,Houston,NC A&T,28
1298,Howard,Florida Intl,12
1299,IL Chicago,Prairie View,9
1300,St Francis NY,Longwood,-6
1301,LSU,NC Central,10
1302,Murray St,Chicago St,1
1303,NC State,Furman,19
1304,North Carolina,Citadel,33
1305,Rhode Island,MA Lowell,2
1306,Richmond,F Dickinson,29
1307,Santa Clara,Portland St,3
1308,Lamar,Southern Miss,-26
1309,Hartford,St Peter's,-1
1310,Texas Tech,E Washington,7
1311,Loyola MD,UMBC,-3
1312,S Carolina St,UNC Asheville,-10
1313,UNC Greensboro,Marshall,8
1314,Utah,UT San Antonio,21
1315,Washington,Cal Poly,6
1316,Wichita St,MS Valley St,23
1317,Xavier,Southern Univ,20
1318,St Thomas MN,WI Green Bay,21
1319,Akron,Wright St,12
1320,SUNY Albany,LIU Brooklyn,17
1321,Arkansas St,SE Missouri St,7
1322,Auburn,Georgia St,8
1323,Tennessee St,Charleston So,-4
1324,Cincinnati,Miami OH,27
1325,South Dakota,Coastal Car,-1
1326,Col Charleston,Stetson,5
1327,Duquesne,DePaul,11
1328,Lipscomb,Tennessee Tech,1
1329,Louisville,WKU,11
1330,Minnesota,Ark Pine Bluff,16
1331,Ga Southern,Morehead St,-3
1332,N Kentucky,E Kentucky,3
1333,Nevada,UC San Diego,8
1334,Norfolk St,Bowling Green,6
1335,Oregon,UC Riverside,6
1336,ULM,Sam Houston St,-26
1337,Seton Hall,Drexel,17
1338,Louisiana Tech,SF Austin,-1
1339,St Mary's CA,New Mexico St,13
1340,UAB,South Carolina,14
1341,Mississippi,UCF,-11
1342,Maryland,UCLA,-27
1343,USC,Long Beach St,10
1344,VCU,Radford,8
1345,Wake Forest,Appalachian St,1
1346,ETSU,Queens NC,-3
1347,MTSU,Chattanooga,-9
1348,Colorado,North Alabama,24
1349,Nicholls St,SE Louisiana,15
1350,Oregon St,Seattle,15
1351,Presbyterian,Elon,6
1352,Santa Clara,UC Irvine,12
1353,McNeese St,Louisiana,-8
1354,Wagner,Stony Brook,3
1355,Wisconsin,Lehigh,22
1356,Manhattan,Central Conn,-11
1357,Princeton,Delaware,-7
1358,St Bonaventure,FL Gulf Coast,-13
1359,Incarnate Word,Bethune-Cookman,12
1360,Marquette,Creighton,11
1361,Murray St,Austin Peay,8
1362,Oral Roberts,Missouri St,3
1363,S Illinois,Chicago St,11
1364,South Florida,Dartmouth,4
1365,Stanford,WI Green Bay,45
1366,Tulsa,MS Valley St,15
1367,Cal Poly,Weber St,-29
1368,Georgetown,Xavier,-13
1369,Youngstown St,Southern Univ,4
1370,CS Bakersfield,Abilene Chr,-6
1371,Arizona,Tennessee,5
1372,Arkansas,Bradley,19
1373,BYU,Utah,9
1374,Monmouth NJ,Charlotte,-34
1375,Cincinnati,La Salle,18
1376,Butler,Connecticut,-22
1377,Fresno St,CS Sacramento,-6
1378,Drexel,Delaware St,33
1379,Duquesne,Indiana St,6
1380,IUPUI,E Illinois,-11
1381,E Kentucky,Radford,2
1382,E Washington,UC Davis,11
1383,FL Atlantic,Florida Intl,26
1384,Ga Southern,Campbell,1
1385,Gardner Webb,NC Central,2
1386,Georgia Tech,Alabama St,36
1387,Grand Canyon,Pepperdine,10
1388,Virginia,Houston,-8
1389,Illinois,Alabama A&M,21
1390,Iowa,SE Missouri St,31
1391,Jacksonville,Charleston So,9
1392,Jacksonville St,Ark Little Rock,10
1393,Kansas,Indiana,22
1394,Citadel,Longwood,-5
1395,Louisville,Florida A&M,6
1396,LSU,Winthrop,8
1397,Marshall,Toledo,15
1398,Memphis,Texas A&M,4
1399,Mercer,Morehead St,27
1400,Miami FL,St Francis PA,15
1401,Bellarmine,Miami OH,-4
1402,Michigan,Lipscomb,8
1403,Mississippi,Temple,8
1404,Mississippi St,Nicholls St,2
1405,Northwestern,DePaul,38
1406,Ohio,Stetson,19
1407,Oklahoma,Cent Arkansas,21
1408,Wichita St,Oklahoma St,-10
1409,Oregon,Portland,22
1410,Pacific,San Jose St,1
1411,Pittsburgh,North Florida,26
1412,Seton Hall,Providence,-4
1413,Rice,Northwestern LA,37
1414,Rutgers,Wake Forest,24
1415,S Carolina St,Samford,1
1416,Texas St,Sam Houston St,-7
1417,UNLV,San Francisco,-2
1418,Portland St,UC Santa Barbara,-12
1419,Southern Utah,Northern Arizona,5
1420,Hartford,St Francis NY,-16
1421,St Louis,Drake,8
1422,Syracuse,Cornell,15
1423,Bowling Green,TN Martin,-8
1424,SE Louisiana,Troy,-6
1425,ULM,Lamar,24
1426,ETSU,UNC Asheville,-1
1427,UTEP,Louisiana Tech,5
1428,VCU,N Illinois,27
1429,St Joseph's PA,Villanova,-7
1430,Virginia Tech,Grambling,26
1431,Tennessee Tech,W Carolina,-10
1432,Washington,Idaho St,35
1433,Air Force,Tarleton St,14
1434,Arizona St,San Diego,24
1435,Chattanooga,Belmont,-4
1436,Boise St,Oakland,20
1437,Bucknell,Merrimack,6
1438,Colorado,N Colorado,11
1439,St Mary's CA,Colorado St,-2
1440,E Michigan,Detroit,2
1441,Georgia St,Rhode Island,9
1442,Harvard,Howard,-12
1443,IL Chicago,Northeastern,8
1444,Iowa St,W Michigan,16
1445,James Madison,LIU Brooklyn,36
1446,Loy Marymount,Cleveland St,11
1447,Loyola-Chicago,SUNY Albany,12
1448,Missouri St,C Michigan,21
1449,New Mexico,Iona,8
1450,NJIT,Niagara,9
1451,Oregon St,WI Green Bay,9
1452,Penn St,Canisius,30
1453,Mt St Mary's,Robert Morris,-9
1454,Santa Clara,California,9
1455,Seattle,Alcorn St,14
1456,Southern Miss,McNeese St,19
1457,St Peter's,Quinnipiac,7
1458,Stony Brook,Army,7
1459,TCU,MS Valley St,45
1460,UTRGV,Houston Chr,10
1461,UAB,Southern Univ,26
1462,UMBC,William & Mary,16
1463,UNC Wilmington,High Point,3
1464,USC,Auburn,3
1465,UT San Antonio,Bethune-Cookman,21
1466,Valparaiso,Elon,5
1467,West Virginia,Buffalo,18
1468,Akron,Maine,32
1469,Arkansas St,Alabama St,7
1470,Bradley,Stonehill,29
1471,Coastal Car,Col Charleston,-14
1472,Rider,Delaware,-1
1473,CS Northridge,Idaho,-3
1474,Illinois St,Chicago St,14
1475,PFW,TX A&M Commerce,17
1476,Liberty,Grambling,19
1477,Marist,Manhattan,-11
1478,Missouri KC,South Dakota,17
1479,NE Omaha,Denver,17
1480,New Hampshire,Holy Cross,18
1481,Oral Roberts,S Dakota St,39
1482,Siena,St Bonaventure,6
1483,South Florida,Hofstra,7
1484,St Joseph's PA,Sacred Heart,18
1485,San Francisco,UT Arlington,-5
1486,W Illinois,N Dakota St,19
1487,Utah St,Weber St,-3
1488,St Thomas MN,North Dakota,13
1489,N Colorado,Air Force,-2
1490,Alabama,Jackson St,20
1491,N Illinois,SUNY Albany,-5
1492,Arizona,Montana St,21
1493,Ark Little Rock,Cent Arkansas,9
1494,Central Conn,Army,-11
1495,Baylor,Northwestern LA,10
1496,BYU,Lindenwood,29
1497,Connecticut,Georgetown,11
1498,Cornell,Lehigh,32
1499,Dayton,Alcorn St,42
1500,CS Bakersfield,Fresno St,-8
1501,Gonzaga,Montana,10
1502,Grand Canyon,Idaho St,2
1503,UC Irvine,Harvard,-5
1504,Indiana,Elon,24
1505,PFW,Southern Indiana,24
1506,ULM,Jacksonville,-11
1507,Kennesaw,SC Upstate,9
1508,Louisville,Lipscomb,-8
1509,Longwood,S Carolina St,27
1510,Massachusetts,Dartmouth,11
1511,Temple,MD E Shore,-8
1512,Miami FL,Virginia,2
1513,NC Central,Citadel,7
1514,Nebraska,Queens NC,10
1515,New Mexico,Prairie View,31
1516,Northwestern,IL Chicago,38
1517,Oklahoma St,TAM C. Christi,23
1518,Lamar,Pacific,-9
1519,Syracuse,Pittsburgh,-2
1520,Providence,Marquette,5
1521,UC Riverside,San Diego,-8
1522,San Diego St,UC San Diego,16
1523,San Jose St,Cal Poly,22
1524,Vermont,Toledo,-12
1525,Oregon,Utah Valley,-5
1526,Delaware St,Wagner,-7
1527,Wake Forest,Duke,11
1528,Texas A&M,Wofford,-5
1529,Xavier,Seton Hall,3
1530,Mississippi,North Alabama,-1
1531,Arkansas,UNC Asheville,34
1532,Washington,Auburn,-23
1533,Ball St,Ga Southern,4
1534,Belmont,Samford,23
1535,Boston College,Virginia Tech,5
1536,Brown,New Hampshire,16
1537,California,UT Arlington,22
1538,Cincinnati,Detroit,18
1539,Georgia Tech,Clemson,-13
1540,Colorado,Southern Utah,8
1541,Coppin St,James Madison,7
1542,CS Fullerton,CS Sacramento,10
1543,Duquesne,Winthrop,17
1544,Iowa,E Illinois,-9
1545,East Carolina,High Point,11
1546,St Louis,SIUE,-2
1547,Evansville,Bellarmine,12
1548,FL Atlantic,N Kentucky,15
1549,FL Gulf Coast,Canisius,3
1550,Florida Intl,Incarnate Word,5
1551,Florida St,Notre Dame,1
1552,Georgia,Chattanooga,7
1553,Houston,McNeese St,39
1554,Howard,Mt St Mary's,1
1555,Kansas St,Radford,8
1556,Kentucky,Florida A&M,20
1557,La Salle,Lafayette,-25
1558,Long Beach St,Idaho,7
1559,Loy Marymount,Tulsa,12
1560,LSU,ETSU,4
1561,MA Lowell,Boston Univ,8
1562,Memphis,Alabama St,22
1563,Troy,Mercer,-3
1564,Michigan St,Oakland,13
1565,MTSU,Murray St,16
1566,Nevada,Norfolk St,12
1567,Niagara,Binghamton,6
1568,Davidson,Northeastern,-3
1569,Northern Iowa,St Bonaventure,10
1570,Delaware,Ohio,-19
1571,Ohio St,Maine,34
1572,Old Dominion,George Mason,1
1573,Oregon St,Denver,5
1574,Purdue,New Orleans,21
1575,Richmond,Bucknell,10
1576,Robert Morris,St Francis PA,11
1577,SE Missouri St,S Illinois,-2
1578,San Francisco,Arizona St,37
1579,SE Louisiana,Southern Univ,18
1580,South Alabama,Jacksonville St,5
1581,Utah,TCU,-4
1582,Tennessee,Austin Peay,42
1583,Texas,Louisiana,28
1584,Texas Tech,Houston Chr,44
1585,Tulane,MS Valley St,21
1586,UCF,Stetson,15
1587,UCLA,UC Davis,27
1588,Campbell,UNC Wilmington,-8
1589,UTEP,NC A&T,13
1590,VCU,Navy,22
1591,Valparaiso,Stonehill,10
1592,Villanova,St John's,15
1593,C Michigan,Youngstown St,-11
1594,St Thomas MN,N Dakota St,10
1595,Arizona,Morgan St,25
1596,Arkansas St,Ark Little Rock,2
1597,Bradley,Akron,19
1598,Bryant,Towson,10
1599,BYU,Weber St,6
1600,Colgate,Cornell,-11
1601,Creighton,Butler,22
1602,CS Northridge,San Diego,5
1603,E Kentucky,UNC Greensboro,4
1604,Fordham,VMI,3
1605,Hawaii,Pepperdine,6
1606,Kansas,Harvard,14
1607,UTEP,Kent,-1
1608,Maryland,St Peter's,30
1609,Minnesota,Chicago St,3
1610,Indiana St,N Illinois,-10
1611,NC State,Louisville,12
1612,Bethune-Cookman,North Florida,-2
1613,UT San Antonio,North Texas,-24
1614,Penn St,Quinnipiac,9
1615,Cal Baptist,Portland St,-2
1616,Rider,Marist,6
1617,Sacred Heart,Holy Cross,4
1618,San Francisco,Hartford,32
1619,Santa Clara,Boise St,15
1620,SF Austin,Jackson St,11
1621,American Univ,Siena,-3
1622,South Carolina,WKU,7
1623,South Florida,NJIT,19
1624,St Joseph's PA,Central Conn,17
1625,UAB,Charlotte,8
1626,UC Riverside,Portland,11
1627,UNLV,Southern Miss,11
1628,Vanderbilt,Alabama A&M,8
1629,West Virginia,Stony Brook,11
1630,Wichita St,TX Southern,9
1631,Miami OH,Wright St,-8
1632,Monmouth NJ,Yale,-32
1633,Utah Tech,Lindenwood,31
1634,F Dickinson,Queens NC,-9
1635,George Mason,Coppin St,38
1636,Hawaii,Washington St,11
1637,Indiana,Kennesaw,14
1638,Rutgers,Bucknell,35
1639,Creighton,DePaul,15
1640,Hawaii,SMU,1
1641,Marquette,Seton Hall,14
1642,Notre Dame,Jacksonville,16
1643,Texas,TX A&M Commerce,25
1644,Texas A&M,Northwestern LA,12
1645,Texas Tech,S Carolina St,39
1646,Mississippi St,Alabama,-11
1647,Auburn,Florida,3
1648,Ball St,Chicago St,7
1649,Baylor,Nicholls St,29
1650,Belmont,Bradley,3
1651,Connecticut,Villanova,8
1652,Fordham,Davidson,-14
1653,Dayton,Duquesne,12
1654,Fresno St,Wyoming,5
1655,Georgia,Rider,6
1656,Maine,Harvard,-1
1657,Tulsa,Houston,-39
1658,IL Chicago,Illinois St,4
1659,LSU,Arkansas,3
1660,Columbia,MD E Shore,-7
1661,Missouri,Kentucky,14
1662,Northern Iowa,Missouri St,-12
1663,Nevada,Boise St,2
1664,New Mexico,Colorado St,19
1665,Richmond,Coppin St,18
1666,Samford,Mercer,9
1667,San Diego St,Air Force,16
1668,San Jose St,UNLV,3
1669,New Mexico St,Southern Utah,-4
1670,TCU,Cent Arkansas,46
1671,East Carolina,Temple,-2
1672,Mississippi,Tennessee,-4
1673,UCF,Wichita St,7
1674,Monmouth NJ,UNC Wilmington,-13
1675,Virginia,SUNY Albany,20
